AUTH_METHOD;TIMESTAMP;ACCOUNT_UID;ACCOUNT_NAME;ACCOUNT_EMAIL;ACCOUNT_ORGANIZATION_UID;ACCOUNT_ORGANIZATION_NAME;ACCOUNT_TAGS;FINDING_UID;PROVIDER;CHECK_ID;CHECK_TITLE;CHECK_TYPE;STATUS;STATUS_EXTENDED;MUTED;SERVICE_NAME;SUBSERVICE_NAME;SEVERITY;RESOURCE_TYPE;RESOURCE_UID;RESOURCE_NAME;RESOURCE_DETAILS;RESOURCE_TAGS;PARTITION;REGION;DESCRIPTION;RISK;RELATED_URL;REMEDIATION_RECOMMENDATION_TEXT;REMEDIATION_RECOMMENDATION_URL;REMEDIATION_CODE_NATIVEIAC;REMEDIATION_CODE_TERRAFORM;REMEDIATION_CODE_CLI;REMEDIATION_CODE_OTHER;COMPLIANCE;CATEGORIES;DEPENDS_ON;RELATED_TO;NOTES;PROWLER_VERSION;ADDITIONAL_URLS
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_elasticsearch_kibana_exposed_to_internet-509256336937-us-east-1-i-084266cd090751702;aws;ec2_instance_port_elasticsearch_kibana_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to Elasticsearch and Kibana ports (TCP 9200, 9300, 5601).;Infrastructure Security;PASS;Instance i-084266cd090751702 does not have Elasticsearch/Kibana ports open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:us-east-1:509256336937:instance/i-084266cd090751702;i-084266cd090751702;;Name=Transaction_Bank;aws;us-east-1;Ensure no EC2 instances allow ingress from the internet to Elasticsearch and Kibana ports (TCP 9200, 9300, 5601).;Elasticsearch and Kibana are commonly used for log and data analysis. Allowing ingress from the internet to these ports can expose sensitive data to unauthorized users.;;Modify the security group to remove the rule that allows ingress from the internet to TCP ports 9200, 9300, 5601.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.6.3, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.6.3, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_elasticsearch_kibana_exposed_to_internet-509256336937-us-east-1-i-0445e6d746ac67ddf;aws;ec2_instance_port_elasticsearch_kibana_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to Elasticsearch and Kibana ports (TCP 9200, 9300, 5601).;Infrastructure Security;PASS;Instance i-0445e6d746ac67ddf does not have Elasticsearch/Kibana ports open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:us-east-1:509256336937:instance/i-0445e6d746ac67ddf;i-0445e6d746ac67ddf;;Name=bastion-host;aws;us-east-1;Ensure no EC2 instances allow ingress from the internet to Elasticsearch and Kibana ports (TCP 9200, 9300, 5601).;Elasticsearch and Kibana are commonly used for log and data analysis. Allowing ingress from the internet to these ports can expose sensitive data to unauthorized users.;;Modify the security group to remove the rule that allows ingress from the internet to TCP ports 9200, 9300, 5601.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.6.3, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.6.3, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_ftp_exposed_to_internet-509256336937-eu-north-1-i-0c5d81e867a1868f8;aws;ec2_instance_port_ftp_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 20 or 21 (FTP);Infrastructure Security;PASS;Instance i-0c5d81e867a1868f8 does not have FTP ports open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:eu-north-1:509256336937:instance/i-0c5d81e867a1868f8;i-0c5d81e867a1868f8;;Name=Tran_bank_server;aws;eu-north-1;Ensure no EC2 instances allow ingress from the internet to TCP port 20 or 21 (FTP).;FTP is an insecure protocol and should not be used. If FTP is required, it should be used over a secure channel such as FTPS or SFTP.;;Modify the security group to remove the rule that allows ingress from the internet to TCP port 20 or 21 (FTP).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.6.6, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.6.6, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_ftp_exposed_to_internet-509256336937-us-east-1-i-084266cd090751702;aws;ec2_instance_port_ftp_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 20 or 21 (FTP);Infrastructure Security;PASS;Instance i-084266cd090751702 does not have FTP ports open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:us-east-1:509256336937:instance/i-084266cd090751702;i-084266cd090751702;;Name=Transaction_Bank;aws;us-east-1;Ensure no EC2 instances allow ingress from the internet to TCP port 20 or 21 (FTP).;FTP is an insecure protocol and should not be used. If FTP is required, it should be used over a secure channel such as FTPS or SFTP.;;Modify the security group to remove the rule that allows ingress from the internet to TCP port 20 or 21 (FTP).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.6.6, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.6.6, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_ftp_exposed_to_internet-509256336937-us-east-1-i-0445e6d746ac67ddf;aws;ec2_instance_port_ftp_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 20 or 21 (FTP);Infrastructure Security;PASS;Instance i-0445e6d746ac67ddf does not have FTP ports open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:us-east-1:509256336937:instance/i-0445e6d746ac67ddf;i-0445e6d746ac67ddf;;Name=bastion-host;aws;us-east-1;Ensure no EC2 instances allow ingress from the internet to TCP port 20 or 21 (FTP).;FTP is an insecure protocol and should not be used. If FTP is required, it should be used over a secure channel such as FTPS or SFTP.;;Modify the security group to remove the rule that allows ingress from the internet to TCP port 20 or 21 (FTP).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.6.6, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.6.6, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_kafka_exposed_to_internet-509256336937-eu-north-1-i-0c5d81e867a1868f8;aws;ec2_instance_port_kafka_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 9092 (Kafka).;Infrastructure Security;PASS;Instance i-0c5d81e867a1868f8 does not have Kafka port 9092 open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:eu-north-1:509256336937:instance/i-0c5d81e867a1868f8;i-0c5d81e867a1868f8;;Name=Tran_bank_server;aws;eu-north-1;Ensure no EC2 instances allow ingress from the internet to TCP port 9092 (Kafka).;Kafka is a distributed streaming platform that is used to build real-time data pipelines and streaming applications. Exposing the Kafka port to the internet can lead to unauthorized access to the Kafka cluster, which can result in data leakage, data corruption, and data loss.;;Modify the security group associated with the EC2 instance to remove the rule that allows ingress from the internet to TCP port 9092 (Kafka).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_kafka_exposed_to_internet-509256336937-us-east-1-i-084266cd090751702;aws;ec2_instance_port_kafka_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 9092 (Kafka).;Infrastructure Security;PASS;Instance i-084266cd090751702 does not have Kafka port 9092 open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:us-east-1:509256336937:instance/i-084266cd090751702;i-084266cd090751702;;Name=Transaction_Bank;aws;us-east-1;Ensure no EC2 instances allow ingress from the internet to TCP port 9092 (Kafka).;Kafka is a distributed streaming platform that is used to build real-time data pipelines and streaming applications. Exposing the Kafka port to the internet can lead to unauthorized access to the Kafka cluster, which can result in data leakage, data corruption, and data loss.;;Modify the security group associated with the EC2 instance to remove the rule that allows ingress from the internet to TCP port 9092 (Kafka).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_kafka_exposed_to_internet-509256336937-us-east-1-i-0445e6d746ac67ddf;aws;ec2_instance_port_kafka_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 9092 (Kafka).;Infrastructure Security;PASS;Instance i-0445e6d746ac67ddf does not have Kafka port 9092 open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:us-east-1:509256336937:instance/i-0445e6d746ac67ddf;i-0445e6d746ac67ddf;;Name=bastion-host;aws;us-east-1;Ensure no EC2 instances allow ingress from the internet to TCP port 9092 (Kafka).;Kafka is a distributed streaming platform that is used to build real-time data pipelines and streaming applications. Exposing the Kafka port to the internet can lead to unauthorized access to the Kafka cluster, which can result in data leakage, data corruption, and data loss.;;Modify the security group associated with the EC2 instance to remove the rule that allows ingress from the internet to TCP port 9092 (Kafka).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_kerberos_exposed_to_internet-509256336937-eu-north-1-i-0c5d81e867a1868f8;aws;ec2_instance_port_kerberos_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 88, 464, 749 or 750 (Kerberos).;Infrastructure Security;PASS;Instance i-0c5d81e867a1868f8 does not have Kerberos ports open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:eu-north-1:509256336937:instance/i-0c5d81e867a1868f8;i-0c5d81e867a1868f8;;Name=Tran_bank_server;aws;eu-north-1;Ensure no EC2 instances allow ingress from the internet to TCP port 88, 464, 749 or 750 (Kerberos).;Kerberos is a network authentication protocol that uses secret-key cryptography to authenticate clients and servers. It is typically used in environments where users need to authenticate to access network resources. If an EC2 instance allows ingress from the internet to TCP port 88 or 464, it may be vulnerable to unauthorized access.;;Modify the security group to remove the rule that allows ingress from the internet to TCP port 88, 464, 749 or 750 (Kerberos).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_kerberos_exposed_to_internet-509256336937-us-east-1-i-084266cd090751702;aws;ec2_instance_port_kerberos_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 88, 464, 749 or 750 (Kerberos).;Infrastructure Security;PASS;Instance i-084266cd090751702 does not have Kerberos ports open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:us-east-1:509256336937:instance/i-084266cd090751702;i-084266cd090751702;;Name=Transaction_Bank;aws;us-east-1;Ensure no EC2 instances allow ingress from the internet to TCP port 88, 464, 749 or 750 (Kerberos).;Kerberos is a network authentication protocol that uses secret-key cryptography to authenticate clients and servers. It is typically used in environments where users need to authenticate to access network resources. If an EC2 instance allows ingress from the internet to TCP port 88 or 464, it may be vulnerable to unauthorized access.;;Modify the security group to remove the rule that allows ingress from the internet to TCP port 88, 464, 749 or 750 (Kerberos).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_kerberos_exposed_to_internet-509256336937-us-east-1-i-0445e6d746ac67ddf;aws;ec2_instance_port_kerberos_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 88, 464, 749 or 750 (Kerberos).;Infrastructure Security;PASS;Instance i-0445e6d746ac67ddf does not have Kerberos ports open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:us-east-1:509256336937:instance/i-0445e6d746ac67ddf;i-0445e6d746ac67ddf;;Name=bastion-host;aws;us-east-1;Ensure no EC2 instances allow ingress from the internet to TCP port 88, 464, 749 or 750 (Kerberos).;Kerberos is a network authentication protocol that uses secret-key cryptography to authenticate clients and servers. It is typically used in environments where users need to authenticate to access network resources. If an EC2 instance allows ingress from the internet to TCP port 88 or 464, it may be vulnerable to unauthorized access.;;Modify the security group to remove the rule that allows ingress from the internet to TCP port 88, 464, 749 or 750 (Kerberos).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_ldap_exposed_to_internet-509256336937-eu-north-1-i-0c5d81e867a1868f8;aws;ec2_instance_port_ldap_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 389 or 636 (LDAP).;Infrastructure Security;PASS;Instance i-0c5d81e867a1868f8 does not have LDAP ports open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:eu-north-1:509256336937:instance/i-0c5d81e867a1868f8;i-0c5d81e867a1868f8;;Name=Tran_bank_server;aws;eu-north-1;Ensure no EC2 instances allow ingress from the internet to TCP port 389 or 636 (LDAP).;LDAP is a protocol used for authentication and authorization. Exposing LDAP to the internet can lead to unauthorized access to the LDAP server and the data it contains.;;Modify the security group to remove the rule that allows ingress from the internet to TCP port 389 or 636 (LDAP).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_ldap_exposed_to_internet-509256336937-us-east-1-i-084266cd090751702;aws;ec2_instance_port_ldap_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 389 or 636 (LDAP).;Infrastructure Security;PASS;Instance i-084266cd090751702 does not have LDAP ports open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:us-east-1:509256336937:instance/i-084266cd090751702;i-084266cd090751702;;Name=Transaction_Bank;aws;us-east-1;Ensure no EC2 instances allow ingress from the internet to TCP port 389 or 636 (LDAP).;LDAP is a protocol used for authentication and authorization. Exposing LDAP to the internet can lead to unauthorized access to the LDAP server and the data it contains.;;Modify the security group to remove the rule that allows ingress from the internet to TCP port 389 or 636 (LDAP).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_ldap_exposed_to_internet-509256336937-us-east-1-i-0445e6d746ac67ddf;aws;ec2_instance_port_ldap_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 389 or 636 (LDAP).;Infrastructure Security;PASS;Instance i-0445e6d746ac67ddf does not have LDAP ports open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:us-east-1:509256336937:instance/i-0445e6d746ac67ddf;i-0445e6d746ac67ddf;;Name=bastion-host;aws;us-east-1;Ensure no EC2 instances allow ingress from the internet to TCP port 389 or 636 (LDAP).;LDAP is a protocol used for authentication and authorization. Exposing LDAP to the internet can lead to unauthorized access to the LDAP server and the data it contains.;;Modify the security group to remove the rule that allows ingress from the internet to TCP port 389 or 636 (LDAP).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_memcached_exposed_to_internet-509256336937-eu-north-1-i-0c5d81e867a1868f8;aws;ec2_instance_port_memcached_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 11211 (Memcached).;Infrastructure Security;PASS;Instance i-0c5d81e867a1868f8 does not have Memcached port 11211 open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:eu-north-1:509256336937:instance/i-0c5d81e867a1868f8;i-0c5d81e867a1868f8;;Name=Tran_bank_server;aws;eu-north-1;Ensure no EC2 instances allow ingress from the internet to TCP port 11211 (Memcached).;Memcached is an open-source, high-performance, distributed memory object caching system. It is often used to speed up dynamic database-driven websites by caching data and objects in RAM to reduce the number of times an external data source must be read. Memcached is designed to be used in trusted environments and should not be exposed to the internet. If Memcached is exposed to the internet, it can be exploited by attackers to perform distributed denial-of-service (DDoS) attacks, data exfiltration, and other malicious activities.;;Modify the security group associated with the EC2 instance to remove the rule that allows ingress from the internet to TCP port 11211 (Memcached).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.4, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.4, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_memcached_exposed_to_internet-509256336937-us-east-1-i-084266cd090751702;aws;ec2_instance_port_memcached_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 11211 (Memcached).;Infrastructure Security;PASS;Instance i-084266cd090751702 does not have Memcached port 11211 open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:us-east-1:509256336937:instance/i-084266cd090751702;i-084266cd090751702;;Name=Transaction_Bank;aws;us-east-1;Ensure no EC2 instances allow ingress from the internet to TCP port 11211 (Memcached).;Memcached is an open-source, high-performance, distributed memory object caching system. It is often used to speed up dynamic database-driven websites by caching data and objects in RAM to reduce the number of times an external data source must be read. Memcached is designed to be used in trusted environments and should not be exposed to the internet. If Memcached is exposed to the internet, it can be exploited by attackers to perform distributed denial-of-service (DDoS) attacks, data exfiltration, and other malicious activities.;;Modify the security group associated with the EC2 instance to remove the rule that allows ingress from the internet to TCP port 11211 (Memcached).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.4, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.4, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_memcached_exposed_to_internet-509256336937-us-east-1-i-0445e6d746ac67ddf;aws;ec2_instance_port_memcached_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 11211 (Memcached).;Infrastructure Security;PASS;Instance i-0445e6d746ac67ddf does not have Memcached port 11211 open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:us-east-1:509256336937:instance/i-0445e6d746ac67ddf;i-0445e6d746ac67ddf;;Name=bastion-host;aws;us-east-1;Ensure no EC2 instances allow ingress from the internet to TCP port 11211 (Memcached).;Memcached is an open-source, high-performance, distributed memory object caching system. It is often used to speed up dynamic database-driven websites by caching data and objects in RAM to reduce the number of times an external data source must be read. Memcached is designed to be used in trusted environments and should not be exposed to the internet. If Memcached is exposed to the internet, it can be exploited by attackers to perform distributed denial-of-service (DDoS) attacks, data exfiltration, and other malicious activities.;;Modify the security group associated with the EC2 instance to remove the rule that allows ingress from the internet to TCP port 11211 (Memcached).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.4, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.4, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_mongodb_exposed_to_internet-509256336937-eu-north-1-i-0c5d81e867a1868f8;aws;ec2_instance_port_mongodb_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 27017 or 27018 (MongoDB);Infrastructure Security;PASS;Instance i-0c5d81e867a1868f8 does not have MongoDB ports open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:eu-north-1:509256336937:instance/i-0c5d81e867a1868f8;i-0c5d81e867a1868f8;;Name=Tran_bank_server;aws;eu-north-1;Ensure no EC2 instances allow ingress from the internet to TCP port 27017 or 27018 (MongoDB).;MongoDB is a popular NoSQL database that is often used in web applications. If an EC2 instance allows ingress from the internet to TCP port 27017 or 27018, it may be vulnerable to unauthorized access and data exfiltration.;;Modify the security group to remove the rule that allows ingress from the internet to TCP port 27017 or 27018 (MongoDB).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.4, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.4, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
profile: None;2025-12-17 16:42:12.021124;509256336937;;;;;;prowler-aws-ec2_instance_port_mongodb_exposed_to_internet-509256336937-us-east-1-i-084266cd090751702;aws;ec2_instance_port_mongodb_exposed_to_internet;Ensure no EC2 instances allow ingress from the internet to TCP port 27017 or 27018 (MongoDB);Infrastructure Security;PASS;Instance i-084266cd090751702 does not have MongoDB ports open to the Internet.;False;ec2;instance;critical;AwsEc2Instance;arn:aws:ec2:us-east-1:509256336937:instance/i-084266cd090751702;i-084266cd090751702;;Name=Transaction_Bank;aws;us-east-1;Ensure no EC2 instances allow ingress from the internet to TCP port 27017 or 27018 (MongoDB).;MongoDB is a popular NoSQL database that is often used in web applications. If an EC2 instance allows ingress from the internet to TCP port 27017 or 27018, it may be vulnerable to unauthorized access and data exfiltration.;;Modify the security group to remove the rule that allows ingress from the internet to TCP port 27017 or 27018 (MongoDB).;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;KISA-ISMS-P-2023-korean: 2.6.1, 2.6.4, 2.10.2 | C5-2025: PI-01.01AC | NIS2: 6.7.2.g | ProwlerThreatScore-1.0: 2.1.6 | SOC2: cc_6_6 | KISA-ISMS-P-2023: 2.6.1, 2.6.4, 2.10.2 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.15.1;
